SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
8959,SOJBKMX12A8AE47E72,183909,The Complete Classic Sides Remastered: Chicago 1926 Disc A,ARE36MM1187B991E50,31.1689,Couchman TX,-100.07715,Blind Lemon Jefferson,0,175.15057,4,0.18,101.676,3,0.607,Got The Blues,1926
8960,SOSVXWK12AB01886ED,581079,Cover the Earth,AR00A6H1187FB5402A,42.73383,Lansing MI,-84.59334,The Meatmen,0,211.3824,7,1,149.79,4,0.71,So Long (Originally Performed by Abba),0
8961,SOGHVNS12A8C139B59,249417,Dr. Elmos Twisted Christmas,AR45KNL1187B992E53,37.77916,California - SF,-122.42005,Dr. Elmo,0,152.37179,0,0.906,98.508,1,0,Christmas Wont be the Same Without Johnny,0
8962,SOTRPCV12A6D4FAB31,175909,Live at the Fireside Bowl,ARUSOMY1187FB4D3B4,,Pittsburgh PA,,Anti-Flag,0,99.00363,1,0.231,106.065,1,0,I Dont Wanna be a War Hero,2003
8963,SOYTWDP12A8C138214,291718,MAD HATTER,ARKU2GK1187B98C8AB,40.71455,NY - New York City,-74.00712,The Jason Bonham Band,0,260.51873,0,0.609,142.26,4,0.559,Hold On,1992
8964,SOVLMTZ12AB018530D,345122,Reggae Max,ARUBX2Y1187B99CD25,,,,Tyrone Taylor,0,290.16771,0,0.439,174.33,1,0,True Love,0
8965,SOBJUHE12A8C134796,245319,Mozart: Requiem KV 626 - Version For String Quartet by Peter Lichtenthal,ARMCYCP11F4C83ED97,,,,Kuijken Kwartet,0,125.93587,9,0.442,135.759,1,0,Introitus: Requiem: Dies Irae,0
8966,SOZHXPN12A8C1360A0,94939,Warning Bell,ARSLDFH12454A38A01,,,,Her Majestys Finest,0,147.98322,2,0.626,139.878,4,0,Snapshot Samurai,0
8967,SOBWDGC12A6D4F8AFC,28667,Olympia 94,ARW63KF1187B98AC48,46.71067,FR,1.71819,Julien Clerc,0,266.29179,8,0.125,97.007,4,0.352,Ma Prí©fí©rence (Live),1994
8968,SOFUBAO12A8C139CAB,556995,Genesis,ARBCUNV1187B98A9FB,,East Flatbush Brooklyn NY,,Busta Rhymes,0,231.49669,8,0,176.83,3,1,We Got What You Want,2001
8969,SOSFRGF12A8C13667A,200689,The Very Best Of,ARLWR721187B9A03C9,35.82213,Humboldt TN,-88.91599,T.G. Sheppard,0,210.75546,7,0.643,157.968,4,0.701,Youre My First Lady,1992
8970,SODXQQY12A8C13850E,259768,Faure: Complete Nocturnes - David Jalbert,ARN2M4711C8A423BD6,,Mascouche Qc,,David Jalbert,0,508.02893,3,0.118,90.19,1,0.337,Nocturne For Piano No. 5 In B Flat Major_ Op. 37,0
8971,SOTQLJE12CF58274B5,132321,Lupe Fiascos Food & Liquor,ARPFHN61187FB575F6,41.88415,Chicago IL,-87.63241,Lupe Fiasco,0,251.68934,2,0,85.015,4,1,Kick_ Push II (Album Version),0
8972,SOPVOHK12A6310D84C,864,Losing Streak,ARG8DXO1187B9AF743,,Gainesville FL,,Less Than Jake,0,125.28281,2,0.635,133.05,1,0,Automatic,1996
8973,SOLXFEV12A58A7AE81,253965,Skullfuck (Bestio Tergum Degero),ARWTWYV1187B996D8B,18.01571,Kingston,-76.79731,Pelt,0,116.58404,6,0.097,87.46,7,0.589,Bestio Tergum Degero Pt. 3,0
8974,SOKDTTE12AB0188F58,514820,20 Suosikkia / Lumi teki enkelin eteiseen,ARVSB691187FB3C711,,CANADA - Ontario,,Hector,0,223.13751,2,0.805,120.833,4,0.66,Sudenkorento -Life On Mars-,0
8975,SOGLHIC12A6BD56BBF,72446,Shiny Happy Jihad,ARKQN8X1187B99221C,40.73197,Newark NJ,-74.17418,Joe Rogan,0,183.97995,10,0.005,58.165,4,0.604,Fear Factor (Shiny Happy Jihad),2007
8976,SOBTJWY12AB017D2C4,330109,The Other Side of Love,AR009211187B989185,,,,Carroll Thompson,0,425.19465,7,1,171.991,4,0.449,Show Some Love Where Is The Love feat. MackaB,0
8977,SOGAIRT12A58291E2D,295332,Phil Vassar,ARKNOZU1187FB5A371,,Lynchburg VA,,Phil Vassar,0,265.24689,9,0.936,131.458,3,0.547,Like I Never Loved Before,2000
8978,SOJUAQB12AAF3B5137,481766,Inti: Mystical Music of the Andes,AREBCAO1187B994183,,Florida,,Jorge Alfano,0,275.82649,8,0.578,32.239,1,0,Inti Guauqui,0
8979,SOKTIIM12A6D4F9CE4,58816,Dancing With Tears In My Eyes 2004,ARNQ7UN1187B98EE77,,Berlin Germany,,Novaspace,0,389.61587,11,0.867,139.991,1,0.098,Dancing With Tears In My Eyes 2004 (Nova Mix (Club Version)),2004
8980,SORVBMW12AC4689175,778755,Beat Treatment,ARQOVNR1241B9C5050,,,,The Bongo Man,0,447.58159,7,0.277,85.915,3,1,Titan,0
8981,SOCIDHY12AB017ED4E,633211,The Process of Endtime,ARCLBZ01187B98D025,,,,Crematorium,0,198.26893,6,0,84.913,4,0.474,Dying Under A Binary Star,2005
8982,SOBFZKC12A6D4FC1F7,62232,True Democracy,ARHD3RX1187FB3A7DA,,Birmingham England,,Steel Pulse,0,266.05669,11,1,153.264,4,0,Man No Sober (LP Version),1982
8983,SOFKPSL12AB018830A,706807,George Jones-the Best of Vol. 1,ARQCFI11187FB5AE43,,Beaumont Texas,,George Jones,0,143.0722,5,0.457,134.132,4,0.542,I Dont Love You Anymore,0
8984,SOVEPPC12AB018AE2F,423728,Kino,ARIXB7T1187B9AB215,,,,Intars Busulis,0,206.31465,2,0.541,140.076,4,0.409,Brivdiena,0
8985,SOOHKAI12AB0183D21,535936,Broken Dreams,ARKEFM61187B9A8202,30.99688,Corrigan Polk County TX,-94.82807,Moon Mullican,0,175.0722,2,0.291,80.583,3,1,New Milk Cow Blues,0
8986,SOOYYUG12A8C1440CA,758079,By Request,AR7KA5V1187FB44E6B,,,,The Del McCoury Band,0,183.17016,0,0.594,180.521,4,0,High On the Mountain,0
8987,SOSAZLT12A8C13B90F,161580,15 Grandes Exitos-Flor Silvestre,ARHFEBO11F50C4825A,,,,Flor Silvestre,0,161.93261,2,0.904,98.713,4,0.613,Llorando Por Amor,0
8988,SOJHFYS12A58A7BC23,46679,Siogo,ARKE7ZQ1187FB504BB,,Jacksonville FL,,Blackfoot,0,204.09424,4,0.974,146.186,4,0,Hearts Grown Cold (LP Version),0
8989,SOSBPUO12A58291CF2,7830,Shadow Zone,ARHRY5S1187B99B96F,32.61436,Alabama,-86.68073,Static-X,0,98.89914,0,0.541,85.466,5,1,Transmission (Album Version),2003
8990,SOXHWKH12AB0184221,117266,Liars,ARVZWQ31187B9B8946,34.05349,LA / NYC,-118.24532,Liars,0,136.17587,4,0.195,130.48,4,0.813,Cycle Time,2007
8991,SONGHHF12AB0182BBA,539442,The Soloist,ARQ3VBJ1187FB3FE55,,,,Dario Marianelli,0,70.05995,9,0.253,60.404,1,0,Falling Apart,2009
8992,SORMBGR12A8C13B537,807577,Your Blood_ My Vendetta,ARKOETA1187FB36CAB,,,,Year of Desolation,0,259.02975,11,0.129,98.638,5,1,L.S.M.,2005
8993,SOSEMIH12A8C145A00,377443,Improvisation with myself_ volume1,ARC4O5Z1187B9AE91F,46.71067,FR,1.71819,Klimperei,0,99.29098,3,0.177,88.138,4,0.562,Sauer,0
8994,SOZDKSJ12A67ADA37A,68110,Lover Girl,ART5IUL1187B9B0143,,St. Marys Jamaica,,Lady Saw,0,180.81914,4,0.56,164.069,4,0,To Sir With Love,1994
8995,SODFEVS12AB018C60A,822324,Fasten Your Seat Belt,ARPJQLM1269FCCFBFF,,,,Pete Bamboo,0,290.37669,9,0.389,156.078,4,0,Baila Carií±o,0
8996,SOFKRNR12AB01861AE,648611,Galtrim,ARNJCYH11C8A42AC5F,,,,Ciaran Byrne,0,150.282,0,0.334,73.314,7,0.991,Signs Can Hear All,2006
8997,SOAQFSL12A8C13C2C4,298783,3 Of Hearts,ARHSMIG1187B99C199,,,,3 of Hearts,0,224.07791,0,0.231,101.684,4,0.47,Is It Love,2001
8998,SOWDYRS12AC3DF83E2,603530,Flawless 2,ARMAPSZ11F50C48146,40.994709,Pennsylvania,-77.604538,Hollowtip,0,265.82159,1,0.472,174.984,4,0.826,Superstar (feat. J-Noxx),0
8999,SOPZDPO12A8C131E41,142964,Masters Of Memphis Blues_ CD A,ARN7OQ21187FB5A6B3,,Greenwood MS,,Furry Lewis,0,193.20118,6,0.002,102.248,4,0.221,I Will Turn Your Money Green (Take 1),0
9000,SOGAMCD12AB01803F7,355376,Well Deep: Ten Years Of Big Dada,ARU9KWP1187B98B2A7,,,,Busdriver,0,125.77914,1,0.481,242.7,4,0,Beauty Supply And Demand,2004
9001,SONVGOV12AB018114E,400773,Built From Scratch,ARXW2MN1187B9B8817,,New York NY,,X-ecutioners featuring Tom Tom Club & Biz Markie,0,236.43383,0,0,102.643,4,1,Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie),2001
9002,SOHQECR12A8C133DDA,240382,Left Of Blue,ARMSW7X1187FB5B504,34.05349,California - LA,-118.24532,Dave Eggar,0,225.25342,2,0.007,149.895,4,0.74,Deep Blue,2005
9003,SOMJGXB12AB0184386,759049,Doo-Wop Forever,AR2VROU1187FB532D7,40.65507,Brooklyn NY,-73.94888,The Token,0,128.1824,10,0.695,124.283,4,0.408,Come Dance With Me,1994
9004,SOMBFCS12A8C13E5AF,304675,Palace & Main,AR1SQSG1187B9AC782,,Eskilstuna Sweden,,Kent,0,240.97914,3,0.751,143.908,4,0.863,Alla Mot Alla,0
9005,SOUTNUJ12AC46861D4,685503,Metallic K.O.,ARLR9U31187B9A71AD,42.32807,Ann Arbor MI,-83.7336,Iggy And The Stooges,0,347.53261,9,0.415,165.81,4,0.565,Raw Power,1996
9006,SOWACWC12AB01876FA,564388,Def Jam 25_ Vol 16 - Lifers Picks: 298 to 160 to 825,ARSQDUN1187B98D7D7,,allentown Pennsylvania USA,,EPMD,0,291.16036,9,0.193,180.469,4,0.82,Head Banger,1992
9007,SOTWPCU12A8C138514,92057,Party Fiesta_ Vol. 6,AR6Q6PN1187B9A01E1,,,,The Party Group,0,255.4771,0,0.813,86.666,5,0.61,Te Quiero Mas,0
9008,SOCXOJF12A6D4FCD91,124129,In Absentia,ARYO9BU1187B9ADA88,,,,Porcupine Tree,0,441.88689,7,0.705,154.24,3,0.909,Strip The Soul (album version),2002
9009,SOQSDOW12AB017CF41,443153,Electronic Summer In Corsica - Volume1,ARC6J781187B98F02B,,,,Tania Maria,0,233.7171,0,0.621,124.021,4,0.977,Sangria (Nomadbrothers Remix feat. Rio),0
9010,SOUWJGL12AF72A4ED8,47192,The Best Of Kurtis Blow,AR60C3O1187FB46737,,Harlem New York NY,,Kurtis Blow,0,220.83873,7,0.613,107.373,4,0.113,Im Chillin,1990
9011,SOFZXDA12AB01800C6,494850,Le Samouraí¿ / Les Aventuriers,ARGCEOR1187B9A4E7D,,,,Eric Demarsan,0,107.7024,7,0.483,82.491,4,1,La Blessure,0
9012,SOPXUPT12AB0184A87,336704,Rio De Sevillanas,AR0OTEX1187FB3600D,,,,Los Del Rio,0,202.29179,7,0.274,60.025,1,0,Nuestras Sevillanas 1,0
9013,SOWXUDU12AF72A1001,539442,The Soloist,ARQ3VBJ1187FB3FE55,,,,Dario Marianelli,0,192.86159,1,0.418,90.845,5,0.282,The Lords Prayer,2009
9014,SOLNLFG12AC468806E,604354,Reet Petite,ARHRKTK1187B99E1D5,42.33168,Detroit MI,-83.04792,Jackie Wilson,0,182.49098,11,0.023,67.56,7,0.721,One Moment With You,1993
9015,SOYYLQI12A58A7FADA,239357,The Gospel Side Of Brenda Lee,ARGKD4W1187B990E04,33.71197,Lithonia GA,-84.10599,Brenda Lee,0,133.69424,2,0.632,93.033,4,0.333,Having A Little Talk With Jesus,0
9016,SOXHXRG12AC46898A7,700232,Words,ARMOE2A1187B991F89,51.16418,GERMANY,10.45415,Liquid Spill,0,376.16281,4,0.756,140.133,4,0,Words- Till the mornin comes Mix,0
9017,SOFGZBJ12AB01890B0,509842,El Ritmo Mundial,ARL3VGT1187FB40E8E,-34.60852,Buenos Aires.,-58.37354,Los Fabulosos Cadillacs,0,151.92771,0,0.8,149.767,1,0,Twist Y Gritos (Twist & Shout),1988
9018,SOAXXGD12A8C134182,194746,The Very Best Of The Early Years,AR4GAFY1187B9B639D,,Memphis Tennessee,,B.B. King,0,170.68363,3,0.269,103.859,1,0.373,Please Love Me,1956
9019,SOUJGOR12A58A7BD21,449267,Tricycle EP,ARSJ46X1187FB4A62A,,,,Various Production,0,239.90812,1,0.374,151.992,4,0,Bside,2009
9020,SOCHVQG12A6D4FB261,75089,The Way It Is,ARP3CRB1187FB410B1,,,,Sukshinder Shinda,0,303.882,2,0.431,91.513,4,0.814,Jumke,0
9021,SOUMBKO12A8C135722,289322,Night In The Ruts,AR12F2S1187FB56EEF,,Boston MA,,Aerosmith,0,241.8673,9,0.994,94.423,3,1,Reefer Head Woman,1979
9022,SOHYVKJ12A6D4F6FAC,34572,Collections,ARSYOWS1187FB41157,40.71455,New York NY,-74.00712,The Rascals,0,168.56771,7,0.793,78.19,3,1,No Love To Give (LP Version),0
9023,SOUOFSG12AB0187C82,360380,Split - EP,ARMAC4T1187FB3FA4C,,Morris Plains NJ,,Nora,0,198.63465,7,0.023,74.074,4,0.346,The Power Of,0
9024,SOPTODT12AB018CE5C,575230,Before the Frost... Until the Freeze,ARUKN9H1187B9B71C8,,Atlanta GA,,The Black Crowes,0,202.91873,7,0.661,130.692,1,0,Good Morning Captain,2009
9025,SODWJQR12A8C138C30,133610,Once,AR74Q3R1187B9B24C3,,Kitee Finland,,Nightwish,0,238.54975,2,0.119,139.482,5,0.359,Kuolema Tekee Taiteilijan,2004
9026,SOEZMXF12A67ADB0F8,67868,Partition,AR2EO6H1187B9A3B92,,,,Brian Tyler,0,128.54812,11,0.071,122.653,3,0.105,Festival Of Holi,2007
9027,SOHLPTB12AF72A6B20,804505,Total 60s,AR6XZ861187FB4CECD,53.40977,Liverpool England,-2.97848,The Beatles / Tony Sheridan,0,130.95138,1,0.605,159.437,1,0,Aint She Sweet,1964
9028,SOUQADA12AB0184E60,651236,Blues Routes Mississippi John Hurt,ARHNCQ31187B9915DC,,Teoc MS,,Mississippi John Hurt,0,198.76526,1,0.082,111.722,5,1,Coffee Blues,1966
9029,SOAAXAK12A8C13C030,171807,Led Zeppelin III,ARDIBRT1187B9AF176,,England,,Led Zeppelin,0,145.05751,11,0.717,150.569,3,1,Immigrant Song (Album Version),1970
9030,SOVOEOG12AF729F7DF,279769,Too Much Too Soon,ARS1OWB1187B99EEAD,,New York NY,,The New York Dolls,0,344.45016,4,0.232,154.763,1,0,Human Being,1974
9031,SOJLTFB12A6D4F91FC,24380,Night On Fire,AR5WPYF1187B9B40DA,38.25486,Louisville KY,-85.7664,VHS Or Beta,0,343.562,8,0.637,123.847,4,1,Forever,2004
9032,SOHEUFA12AB017F9A0,532981,Music of the Greek Gypsies,AREFUMW11F4C844D2B,,,,Greek Gypsy Musicians,0,214.72608,5,0.277,158.419,7,0.695,Teska (Teska),0
9033,SOJIUVL12AB01867D9,667495,Talk To Me,AROBVNV1187FB3F36C,42.28107,Needham MA,-71.23605,Joey McIntyre,0,173.322,5,0.624,202.693,5,0.471,All The Way,0
9034,SORCBKI12AAF3B2DF2,481650,Voice Of Joy,AROY0LJ1187B99654D,,,,Kol Simcha,0,548.38812,0,0.651,156.27,4,0.729,Why,0
9035,SOKBKCA12A6D4F7539,22583,Vixen,AR3PDNJ1187B9AF3F0,,California - LA,,Vixen,0,229.642,0,0.725,129.846,4,0,One Night Alone,1988
9036,SORDRKC12AB0189339,469687,Jewel Lake,ARBXBQR1187FB56FA5,,,,Bill Douglas,0,147.17342,5,0.59,108.948,4,0,Infant Dreams,0
9037,SOAQKKK12A58A7859A,337856,Nightlife,ARIF3EV1187B9B8522,43.00029,Wyoming,-107.55405,Paul Taylor,0,249.83465,5,0.269,100.058,4,0.683,East Bay Bounce,0
9038,SOJAGYS12A58A7B904,152447,It Goes Like This,AREXX3T1187B989950,38.8991,Washington,-77.029,Scott Krippayne,0,192.60036,11,0.367,88.537,5,0.57,He Was Here,0
9039,SOVATLZ12A8C135595,286040,Prophecy Of The Decadent,ARWSPAI12420782828,,,,Necrodaemon,0,225.59302,9,0.012,210.124,4,0.362,The last havoc,0
9040,SOGHIGJ12AC468AA66,787727,Made In England,ARG4KW31187FB51B7C,,United Kingdom,,Atomic Rooster,0,203.31057,9,0.161,104.796,4,0.476,Stand By Me,1972
9041,SOMKWFY12A6D4FAB0F,41838,Ordinary Day,ARKFYS91187B98E58F,,,,Jeff And Sheri Easter,0,222.92853,8,0.643,121.944,4,0.202,Were Not Gonna Bow,0
9042,SOGXQSQ12AF729F79A,529445,Blood_ Brains_ & RockNRoll (Limited),ARY02GH1187B99B223,,Edmonton Alberta Canada,,Zombie Girl,0,273.34485,1,0,123.004,4,0.161,We Are The Ones (Lounge Version),2007
9043,SOKPLZK12A8C14340D,372636,Live,ARBU6D71187B9B5319,30.19145,Vinton LA,-93.58068,Clarence Gatemouth Brown,0,192.83546,2,0.613,153.021,1,0,Up Jumped The Devil - Live,0
9044,SOWPYIK12AB0184395,462656,The Best Of Ray Lynch,ARNUIBF1187FB4A28F,,,,Ray Lynch,0,283.74159,6,0.538,122.895,4,0.784,Ralphs Rhapsody,1998
9045,SOZUTHQ12A8C13C4C9,295151,Mefistofele,ARCLGCL1241B9CA830,,,,MichíÂle Crider;Vincenzo La Scola;Samuel Ramey;Riccardo Muti,0,216.68526,4,0.433,85.184,4,0.515,Mefistofele/Spunta... laurora pallida...,0
9046,SOEWNDB12AB017CF92,338819,Living Room,ARC43071187B990240,,Wisner LA,,Wayne Watson,0,226.24608,4,0.655,99.093,4,0.908,Cry Of My Heart,0
9047,SOHUJJI12A67ADA394,130773,Give Me The Reason,ART5IUL1187B9B0143,,St. Marys Jamaica,,Lady Saw,0,218.40934,1,0.544,67.137,3,0.422,Love & Understanding,1996
9048,SOTXKYU12A6D4FCC0B,128149,War Of Aggression,AR8PL5L1187FB37A10,37.27188,CA,-119.27023,A Perfect Murder,0,229.79873,2,1,239.407,4,0,In Hell (Album Version),2007
9049,SODCQJH12AB017DDF6,543138,La Copla,ARW1DRV1187FB40261,,,,Rocio Jurado,0,359.65342,0,0,99.882,1,0.463,Va Por Usted,0
9050,SOQYZUT12A8C132660,192088,Fireflies in the Rain,ARNAIMI1187FB5733C,,Miami,,Rick Ross,0,158.22322,7,0.427,114.066,1,0,Ella Speed,0
9051,SOBIIYZ12A8C13ED05,368997,Amassakoul,ARXI7WU1187FB4D75E,17.57975,Mali Africa,-3.99883,Tinariwen,0,336.32608,9,0.048,105.981,4,1,Chatma,2003
9052,SOZLWMN12A6701D2E5,8744,Hits,ARGY9FW1187B991C7D,,Minneapolis MN,,Information Society,0,221.6224,7,0.414,128.137,4,0,Lay All Your Love On Me (LP Version),0
9053,SOYEMEE12A8C144815,526010,My Turn,ARZAHDN1187B9B4BED,,Tennessee,,Ice & Breeze,0,521.19465,11,0,145.011,4,0.315,How It Begins,0
9054,SONLDTF12AAF3B438B,529899,You Are Here,ARYXGST1187B991071,50.50101,Belgium,4.47684,Uman,0,412.02893,7,0.34,84.949,4,0.76,The way to Peace,0
9055,SOOTFLU12A8AE45D80,625570,Le Meilleur de Edith Lefel,AR7GOK91187FB455F5,48.85692,Paris France,2.34121,Jean-Jacques Goldman;Edith Lefel;Malavoi,0,238.44526,2,0.707,68.242,4,0,Chanson DAmour,0
9056,SOWCUAM12AB0184D1D,508188,Le Bruit De Ma Vie,ARZBYDY1187FB46DD7,42.54843,Vernet les Bains,2.38596,Cali,0,299.49342,9,0.137,89.709,7,0.256,Le Droit Des PíÂres (Live Electrique),0
9057,SOQQWFU12A8C132F42,284195,Freak Show,ARIH5GU1187FB4C958,,Newcastle,,Silverchair,0,209.00526,7,0.058,153.785,3,0.531,Roses,1997
9058,SOTEKKG12AB017E22D,633553,Sacred,AREW1KO1187B98E42E,,,,Irish Tenors,0,269.47873,7,0.577,69.487,4,0.605,My Love,0
9059,SOTNHJI12A8C135862,287254,The Essential Stevie Ray Vaughan And Double Trouble,AR32ETX1187B9A792F,,,,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,0,196.57098,1,0,114.088,4,0,Long Way From Home,1990
9060,SOWXBLE12A6D4F8EE8,132321,Lupe Fiascos Food & Liquor,ARPFHN61187FB575F6,41.88415,Chicago IL,-87.63241,Lupe Fiasco,0,226.66404,5,0.546,188.018,7,1,The Cool (Amended Album Version),0
9061,SOYDTJN12AF72A86B9,47197,Question The Answers,AR2SMD91187B9B0582,,Boston MA,,The Mighty Mighty Bosstones,0,196.10077,9,0.458,160.138,4,0.529,Pictures To Prove It,1994
9062,SOMGNHX12A8C131BB0,282384,Reachin Back,AR0AVIB1187FB37D01,,Englewood NJ,,Regina Belle,0,225.33179,10,0.203,135.985,4,0.517,You Are Everything,1995
9063,SOACLMC12A8C13FA4C,174729,Tampa Red Vol. 15 1951-1953,AR576O51187B990C30,31.90143,Smithville GA,-84.25274,Tampa Red,0,181.08036,2,0.42,72.177,1,0,Baby Please Dont,0
9064,SOSBCKC12A8C139223,103872,All the Way,AR77FBJ1187FB49D8D,42.33168,Detroit MI,-83.04792,The Rance Allen Group,0,296.6722,10,0.733,140.283,4,0.682,Hold On (Album Version),0
9065,SOGVVLP12A8C1363F1,291849,Stop The World,ARCPY7O1187FB5C0B7,30.2676,Austin TX,-97.74298,RIDDLIN KIDS,0,195.65669,6,0.363,144.721,4,0.419,Stop The World,2004
9066,SOLSJLW12A67020AB0,15290,VELVET LOVE,ARDIKTV11F43A69FA4,,,,Eumir Deodato,0,397.66159,7,0.407,148.277,4,0,Love Island (LP Version),0
9067,SOLDYJH12AC3DF56D5,776090,Thousand Star,ARZ185I1187FB5B8C5,33.74831,Atlanta  Ga,-84.39111,Jonn Serrie,0,781.60934,11,0.49,144.354,7,0.63,Nostalgia for Infinity,0
9068,SOAKHMK12AB0184E39,344491,Quinceaí±era Macarena,AR0OTEX1187FB3600D,,,,Los Del Rio_ The D.E.Y.,0,206.68036,4,0.53,103.928,4,0.793,Mi Gitana (feat. The Dey),0
9069,SOQBJNU12A6701DFF5,14582,Rescued : The Best Of Fontella Bass,ARZH0R61187FB422AE,38.62774,St. Louis MO,-90.19951,Fontella Bass,0,175.38567,7,0.517,124.826,4,0.518,I Cant Rest,2006
9070,SOPTYJX12A6701CDC6,11309,Speed Of Sound,ARJ7KF01187B98D717,,,,Coldplay,0,295.67955,9,0.526,137.008,3,0.622,Things I Dont Understand,2005
9071,SOKGATR12A6D4F9015,43091,La La La,ARG1UAO1187FB55E50,,,,Sammi Cheng,0,255.76444,2,0.843,98.485,4,0.937,Wo Ai Ni_ Zai Jian!,2004
9072,SOYLJYK12A8C13D18D,303719,Hard,ARKZ68G1187B98B189,53.79449,Leeds England,-1.54658,Gang Of Four,0,196.49261,9,0.172,143.606,4,1,A Piece Of My Heart,1983
9073,SODPMJS12A6D4FA2A0,48593,Not Anymore,ARVNIVQ1250941026F,,,,Dylan Kuo,0,186.22649,4,0.596,155.726,4,0,Shen Lai,0
9074,SOHNCST12A8151AF91,229899,Gangsta Lean,ARVCCEM11F4C83DD74,31.1689,Texas,-100.07715,D.R.S.,0,237.16526,5,0.621,165.168,3,0.862,Gangsta Lean (Gangstapella),1993
9075,SOJCGJE12A6D4F79F3,22385,Comatised,ARSQW3I1187B9ACD14,,London England,,Leona Naess,0,645.38077,9,0.494,120.36,4,0.803,Paper Thin,2000
9076,SORLPWM12AB017F78F,327857,Mi Gran Pasion,ARDE7I31187FB43352,23.1168,Havana Cuba,-82.38859,Gonzalo Rubalcaba,0,374.49098,9,0.522,142.839,1,0,Principe Nino,0
9077,SOAHARW12AB017BAE8,485079,Fool Me Good,AR858UO1187FB437B4,35.21962,North Carolina,-80.01955,Precious Bryant,0,154.30485,9,0.71,179.081,1,0,Blues All Around My Bed,2002
9078,SOJSIAL12AF72A275E,280637,Crazyhorse Mongoose,ARRNO111187B9B3FC9,,,,Galactic,0,21.39383,5,0.539,102.841,3,0.681,Cafe deClouet,1998
9079,SOLZCFG12A8C13C146,554764,Cursed Again & Talking To God,AR91DZT1187FB4C599,52.47859,Birmingham England,-1.9086,Frost,0,271.882,1,0.355,154.753,4,0.161,Two of a Kind,0
9080,SOTZFQP12AB018038A,665238,Silver In the Bronx,AR80YG31187FB58A13,40.71455,New York,-74.00712,The Bronx Horns,0,265.61261,10,0.307,123.768,3,0.298,The Preacher,0
9081,SOCMLII12A6D4FAB7F,41905,Gold,AR4BDNG1187FB44870,,Batley England,,Robert Palmer,0,181.73342,7,0.555,157.788,4,0.678,Man Smart Woman Smarter,0
9082,SOUZLSE12AB0184B1D,454271,Another Day Another Night,AROD1VN1187B9B377F,,,,Klubbingman feat. Beatrix Delgado,0,209.29261,11,0.627,142.956,4,0.472,Another Day Another Night,0
9083,SOJHUKL12A58A7E7FD,64379,In The Name Of Love,ARGEZ5E1187FB56F38,,,,Audio Adrenaline,0,285.83138,9,0,144.987,4,0,Gloria (In The Name Of Love Album Version),0
9084,SOCQVYX12A8C1389E1,295494,Music Of The Celtic Harp,AR0V36F1187FB366B1,53.41961,Ireland,-8.24055,The Chieftains,0,185.86077,2,0.771,175.711,4,0,Carolans Concerto,1971
9085,SOCMIGC12A6702090E,343181,Misunderstood,ARDVZTE1187FB5A0A1,,Sayreville NJ,,Bon Jovi / Ray Davies,0,336.84853,6,0.896,130.281,4,0.283,Celluloid Heroes,2002
9086,SOIFTHQ12AF72A4829,25448,500 Degreez,ARUDYKB11F4C83C269,29.95369,New Orleans,-90.07771,Lil Wayne,0,98.16771,1,0.497,123.881,5,1,Fly Talkin,0
9087,SOCCQJD12A58A7D627,238182,Fiddle King Of Cajun Swing,ARHCHE61187B9AB217,30.23513,Rayne LA,-92.26831,Harry Choates,0,138.1873,6,0.418,152.709,3,1,Jole Brun,0
9088,SOLCUUN12AB0187AE7,673040,Revenge,ARZO73F1187FB4BF23,39.95227,Philadelphia PA,-75.16237,Bill Cosby,0,157.43955,5,0.337,109.516,5,0.891,Wives ( LP Version ),1967
9089,SOYJVCQ12A81C22C90,230265,What It Be...,ARC2BFH1187B98F3C8,40.71455,NY - New York City,-74.00712,Pete Miser,0,32.96608,2,0.242,95.761,4,1,Credits,0
9090,SOPJOQM12A6310F137,347,Every You Every Me,AR6892W1187B9AC71B,,London England,,Placebo,0,237.94893,10,0.707,136.957,4,1,Every You Every Me (Infected By The Scourge Of The Earth),1999
9091,SOTOSFD12AB017A7E1,391347,Cherry Pie,AR261YW1187FB374B3,,GERMANY,,Warrant,0,244.08771,7,0.788,123.245,4,1,Bed Of Roses,0
9092,SOBIPFA12A8C136C56,201822,West Coast,ARHEDEC121318C58DE,,,,Studio,0,568.99873,7,0.777,100.648,4,0.805,Indo,0
9093,SOZYPNV12A6701E3B8,16695,Pictures,ARCYE581187B9A1482,,,,Timo Maas,0,232.38485,11,0.175,124.995,4,1,First Day (Album version),2005
9094,SOOAIOT12A6D4FE412,176775,King Of Western Swing_ Vol. 4,ARVX3V41187FB59E0F,,,,Spade Cooley,0,181.31546,9,0.363,102.846,4,0.064,Youll Rue The Day,0
9095,SOSKAIS12A81C237B8,232781,Barbara Lusch,ARLMRES11F4C83E1E1,44.11559,Oregon,-120.51484,Barbara Lusch,0,263.81016,2,0.605,121.379,4,0.018,Bonita,0
